시군구,번지,계약년월,계약일,거래금액(만원),건축년도,단지명,전용면적(㎡),층,해제사유발생일
충청북도 충주시 호암동,905,202201,29,"23,000",2007,호암동수채,84.9289,7,-
충청북도 청주시 청원구 사천동,231-4,202201,29,"10,000",1988,보성(231-4),59.14,1,-
충청북도 청주시 청원구 율량동,1265,202201,29,"13,500",1996,율량효성,59.86,3,-
충청북도 청주시 청원구 내덕동,697-1,202201,29,"12,500",1989,삼일,84.98,2,-
충청북도 청주시 청원구 오창읍 창리,161,202201,29,"27,000",2016,오창모아미래도와이드파크,59.9853,4,-
충청북도 청주시 청원구 사천동,228,202201,29,"17,100",1996,동아2,84.96,6,-
충청북도 청주시 청원구 오창읍 각리,637-1,202201,29,"30,300",2006,한라비발디,84.573,11,-
충청북도 청주시 흥덕구 강서동,458,202201,29,"8,900",2016,청주강서동광모닝스카이,20,20,-
충청북도 청주시 흥덕구 복대동,853-5,202201,29,"12,000",2017,포빌,47.215,12,-
충청북도 청주시 흥덕구 복대동,2442,202201,29,"13,000",1990,형석(2442),57.29,4,-
충청북도 청주시 흥덕구 운천동,577,202201,29,"17,900",1994,삼일무지개,84.89,9,-
충청북도 청주시 흥덕구 옥산면 오산리,159-4,202201,29,"4,000",1992,삼덕,59.85,5,-
충청북도 청주시 흥덕구 복대동,3034,202201,29,"27,400",1998,하복대삼일,84.88,6,-
충청북도 청주시 흥덕구 가경동,1511,202201,29,"17,250",1997,대원,59.94,1,-
충청북도 청주시 흥덕구 복대동,2442,202201,29,"12,000",1990,형석(2442),57.29,4,-
충청북도 청주시 흥덕구 복대동,2442,202201,29,"9,500",1990,형석(2442),47.07,4,-
충청북도 청주시 서원구 산남동,1094,202201,29,"24,000",2007,부영사랑으로,59.9364,7,-
충청북도 청주시 서원구 개신동,447-3,202201,29,"4,000",1998,재원,32.805,4,-
충청북도 청주시 서원구 개신동,10,202201,29,"17,700",1991,삼익1,84.96,5,-
충청북도 청주시 상당구 용정동,1286,202201,29,"46,500",2017,우미린에듀파크1단지,84.9813,20,-
충청북도 청주시 상당구 용암동,2083,202201,29,"12,500",1994,삼일무지개,59.94,6,-
충청북도 청주시 상당구 영운동,179-11,202201,29,"6,300",1991,미림,49.99,4,-
충청북도 청주시 상당구 영운동,179-11,202201,29,"6,400",1991,미림,49.99,4,-
충청북도 청주시 상당구 용정동,1116,202201,29,"38,500",2013,청주용정한라비발디,84.46,12,-
충청북도 청주시 상당구 탑동,44,202201,29,"15,300",1991,현대,71.175,3,-
충청북도 청주시 상당구 금천동,476,202201,29,"27,500",2014,금천우미린,76.0938,7,-
충청북도 청주시 상당구 용정동,1286,202201,29,"46,500",2017,우미린에듀파크1단지,84.9813,20,20220214
충청북도 청주시 상당구 영운동,Jan-33,202201,29,"5,500",1997,한진신세대,43.24,12,-
경기도 여주시 멱곡동,376-8,202201,29,"19,500",2008,정광휴레나,84.9144,10,-
경기도 여주시 홍문동,181,202201,29,"14,300",1996,홍문현대,59.72,13,-
경기도 양주시 옥정동,1051,202201,29,"56,500",2018,e편한세상옥정에듀써밋,84.9664,2,-
경기도 양주시 백석읍 복지리,290,202201,29,"23,250",1999,동화(장미마을),84.94,1,-
경기도 양주시 백석읍 복지리,290,202201,29,"24,900",1999,동화(장미마을),84.94,6,-
경기도 양주시 광사동,658,202201,29,"45,000",2009,해동마을유승한내들,84.9887,7,-
경기도 광주시 태전동,732,202201,29,"59,000",2019,힐스테이트태전2차에듀포레C11BL,62.97,6,-
경기도 광주시 초월읍 도평리,200,202201,29,"25,000",2002,도평리2차우림퓨전빌,84.573,6,-
경기도 광주시 태전동,694,202201,29,"50,000",2017,광주태전지웰,84.9381,8,-
경기도 화성시 능동,1115,202201,29,"58,000",2008,동탄숲속마을자연앤경남아너스빌(1115-0),76.5,3,-
경기도 화성시 영천동,890,202201,29,"50,500",2019,동탄파크한양수자인,51.79,9,-
경기도 화성시 영천동,672,202201,29,"57,000",2015,동탄역이지더원,59.9804,10,-
경기도 화성시 반송동,85,202201,29,"64,000",2007,시범한빛마을동탄아이파크,84.96,10,-
경기도 화성시 남양읍 신남리,1563,202201,29,"32,900",2004,대광파인밸리골드,84.305,4,-
경기도 화성시 산척동,722,202201,29,"60,000",2018,더레이크시티부영1단지,59.9912,13,-
경기도 김포시 장기동,1642,202201,29,"55,000",2008,고창마을(반도유보라),101.8709,5,-
경기도 김포시 구래동,Jun-88,202201,29,"42,400",2017,김포한강신도시모아엘가2차아파트,59.97,8,-
경기도 김포시 걸포동,294-38,202201,29,"68,000",2019,한강파크뷰우방아이유쉘,84.9208,7,-
경기도 김포시 장기동,1885-6,202201,29,"47,500",2012,한강호반베르디움,59.9366,20,-
경기도 안성시 공도읍 진사리,639-1,202201,29,"21,000",2002,삼성,59.85,2,-
경기도 안성시 공도읍 진사리,Jan-36,202201,29,"18,000",2000,주은청설,59.73,3,20220221
경기도 안성시 대덕면 내리,675,202201,29,"7,050",1999,신라,35.28,9,-
경기도 안성시 당왕동,536,202201,29,"24,000",1993,쌍용,84.96,9,-
경기도 안성시 대덕면 내리,675,202201,29,"10,700",1999,신라,52.92,4,-
경기도 안성시 당왕동,536,202201,29,"22,800",1993,쌍용,84.96,1,-
경기도 이천시 호법면 유산리,894,202201,29,"17,300",2010,이천내안애,59.97,4,-
경기도 이천시 장호원읍 진암리,301-3,202201,29,"10,600",1995,삼진동산,59.94,4,-
경기도 이천시 신둔면 수하리,825,202201,29,"16,000",2008,신둔반석아르미,68.5782,4,-
경기도 이천시 송정동,107-48,202201,29,"16,600",1997,풍산,59.5,14,-
경기도 파주시 조리읍 봉일천리,13-15,202201,29,"19,200",1998,송촌토파즈(13-15),60,23,-
경기도 파주시 검산동,130-8,202201,29,"17,000",2000,성원포레스타운(130-8),59.96,11,-
경기도 파주시 문산읍 당동리,940,202201,29,"34,000",2010,파주힐스테이트2차,101.6959,11,-
경기도 용인시 수지구 풍덕천동,1112,202201,29,"74,000",1999,현대성우8차,59.99,2,-
경기도 용인시 수지구 죽전동,501,202201,29,"79,800",1997,동성1차,84.97,14,-
경기도 용인시 수지구 상현동,30,202201,29,"64,500",1997,진산마을성원상떼빌아파트,59.99,20,-
경기도 용인시 기흥구 중동,956,202201,29,"70,800",2006,동백역한라비발디(어은목마을),128.295,9,-
경기도 용인시 처인구 포곡읍 영문리,555,202201,29,"33,000",2002,베네치아빌리지,84.8066,9,-
경기도 용인시 처인구 남사읍 아곡리,681,202201,29,"48,700",2018,e편한세상용인한숲시티5단지,84.658,14,-
경기도 하남시 감이동,530,202201,29,"112,000",2019,감일한라비발디,84.87,9,-
경기도 하남시 감이동,530,202201,29,"108,000",2019,감일한라비발디,84.87,9,-
경기도 하남시 선동,436,202201,29,"93,000",2016,미사강변 센트리버,74.91,14,-
경기도 의왕시 오전동,산149-3,202201,29,"51,000",1986,삼신9차,39.795,3,-
경기도 군포시 산본동,1156-1,202201,29,"67,900",1992,한라주공4,58.65,11,-
경기도 군포시 금정동,872,202201,29,"36,000",1992,충무주공(872),36,6,-
경기도 군포시 산본동,1151-9,202201,29,"33,500",1995,설악,43.56,8,-
경기도 군포시 산본동,1156-1,202201,29,"47,000",1992,한라주공4,41.85,2,-
경기도 군포시 금정동,876,202201,29,"50,400",1994,율곡,51.66,8,-
경기도 시흥시 장현동,541-4,202201,29,"28,000",2004,장현I엔플러스빌,59.235,6,-
경기도 시흥시 산현동,520,202201,29,"68,400",2019,호반베르디움더숲,84.96,21,-
경기도 시흥시 조남동,669,202201,29,"68,000",2017,목감한신더휴센트럴파크,84.99,10,-
경기도 시흥시 논곡동,160-7,202201,29,"35,000",1992,산호,64.56,8,-
경기도 시흥시 배곧동,245,202201,29,"58,000",2018,한라비발디캠퍼스2차,69.8608,12,-
경기도 시흥시 장곡동,811-3,202201,29,"7,150",2002,연성쉐르빌,24.27,13,-
경기도 시흥시 미산동,산15-1,202201,29,"9,000",1991,부국미산아파트(1동2동3동),41.13,4,-
경기도 시흥시 은행동,619,202201,29,"49,400",2017,은계센트럴타운,51.96,12,-
경기도 오산시 외삼미동,650,202201,29,"59,400",2019,서동탄역더샵파크시티,74.6784,17,-
경기도 남양주시 다산동,6133,202201,29,"81,000",2018,다산 이편한세상자이,74.88,11,-
경기도 남양주시 화도읍 가곡리,598,202201,29,"36,600",2008,신마석신도브래뉴,84.99,7,-
경기도 구리시 수택동,517-3,202201,29,"44,500",1989,"한인(가,나동)",45.05,4,-
경기도 고양시 일산서구 일산동,1086,202201,29,"37,000",1995,후곡마을(동아16),48.84,2,-
경기도 고양시 일산서구 일산동,1090,202201,29,"40,500",1994,후곡마을(현대18),59.925,8,-
경기도 고양시 일산서구 주엽동,81,202201,29,"24,500",1995,강선마을13단지뉴서울,40.32,11,-
경기도 고양시 일산동구 중산동,1555,202201,29,"32,800",1995,중산마을1단지(두산),59.97,7,-
경기도 고양시 일산동구 마두동,794,202201,29,"73,000",1993,강촌마을(우방),84.94,14,-
경기도 고양시 일산동구 중산동,1841,202201,29,"83,500",2018,일산센트럴아이파크,84.9854,24,-
경기도 고양시 덕양구 도내동,1103,202201,29,"79,000",2013,도래울파크뷰,84.38,15,-
경기도 고양시 덕양구 토당동,880-20,202201,29,"59,000",1997,윤창APT,117.81,9,-
경기도 고양시 덕양구 주교동,610-6,202201,29,"32,000",2017,스카이팰리스,70.71,12,-
경기도 안산시 단원구 선부동,1080,202201,29,"38,000",1993,군자주공15(고층),49.94,6,-
경기도 평택시 서정동,836-5,202201,29,"9,300",1997,청천,39.11,3,-
경기도 평택시 이충동,452-2,202201,29,"7,500",2016,서정스마트빌듀오2차,20.246,10,-
경기도 평택시 이충동,456-1,202201,29,"7,500",2016,서정스마트빌듀오1차,24.31,14,-
경기도 평택시 서정동,787-2,202201,29,"9,900",1990,대옥3,48.45,5,-
경기도 평택시 이충동,592,202201,29,"27,500",1996,미주3(이충),84.97,14,-
경기도 평택시 세교동,554,202201,29,"24,000",1996,태영청솔,59.915,6,-
경기도 평택시 서정동,1121,202201,29,"50,000",2010,평택서정동롯데캐슬,84.98,11,-
경기도 평택시 세교동,554,202201,29,"23,500",1996,태영청솔,59.915,1,-
경기도 평택시 비전동,210-24,202201,29,"9,800",1985,현대,58.96,3,-
경기도 평택시 군문동,370,202201,29,"20,900",1999,평택군문1단지주공,49.43,10,-
경기도 평택시 세교동,554,202201,29,"23,300",1996,태영청솔,59.915,11,-
경기도 평택시 고덕동,Jan-83,202201,29,"56,000",2021,고덕국제신도시리슈빌레이크파크,84.8462,8,-
경기도 평택시 이충동,592,202201,29,"25,800",1996,미주3(이충),71.53,5,-
경기도 평택시 이충동,594-2,202201,29,"19,000",1996,이충동부영3단지,49.98,10,-
경기도 광명시 철산동,634,202201,29,"98,000",2009,철산래미안자이,59.67,22,-
경기도 안양시 동안구 평촌동,Feb-75,202201,29,"74,000",2001,인덕원대우,59.92,11,-
경기도 안양시 동안구 관양동,1396,202201,29,"140,000",1985,현대,147.11,2,-
경기도 안양시 동안구 비산동,1155,202201,29,"40,500",2003,더포레스트힐,49.48,15,-
경기도 안양시 만안구 안양동,Feb-44,202201,29,"18,700",1983,신라,42.613,5,-
경기도 안양시 만안구 석수동,794,202201,29,"76,000",2009,현대아이파크,84.94,18,-
경기도 의정부시 장암동,5,202201,29,"31,800",1993,장암주공2,51.66,12,-
경기도 의정부시 호원동,351-1,202201,29,"40,000",1998,삼익,84.66,19,-
경기도 의정부시 가능동,15-552,202201,29,"31,500",2007,가재울일신건영휴먼빌,59.9929,4,-
경기도 의정부시 신곡동,98,202201,29,"20,000",2000,신명,41.508,12,-
경기도 의정부시 신곡동,816,202201,29,"53,000",2019,e편한세상신곡파크비스타,59.9429,22,-
경기도 의정부시 용현동,547-3,202201,29,"22,000",2002,송산주공1단지,49.86,15,-
경기도 의정부시 신곡동,164-1,202201,29,"15,000",1990,신곡현대,49.32,1,-
경기도 성남시 분당구 판교동,637,202201,29,"144,000",2009,판교원마을7단지(모아미래도),80.21,17,-
경기도 성남시 분당구 야탑동,535,202201,29,"134,000",1992,탑마을(대우),101.76,7,20230120
경기도 성남시 수정구 태평동,7341,202201,29,"58,000",2005,신동아파밀리에,84.4802,3,-
경기도 성남시 수정구 수진동,4663,202201,29,"80,000",1996,삼부,59.76,4,20220627
경기도 수원시 영통구 하동,1027,202201,29,"83,000",2012,광교LAKEPARK한양수자인,84.8201,5,-
경기도 수원시 권선구 고색동,7-114,202201,29,"18,000",1986,연안,44.57,4,-
경기도 수원시 권선구 호매실동,1394,202201,29,"50,000",2014,호매실스위첸,59.77,15,-
경기도 수원시 권선구 당수동,287,202201,29,"36,500",1998,인정프린스,84.99,3,-
경기도 수원시 장안구 송죽동,462,202201,29,"47,500",1990,동진맨션,84.93,15,-
경기도 수원시 장안구 율전동,600,202201,29,"62,500",2017,성균관대역동문디이스트,59.9823,15,-
경기도 수원시 장안구 정자동,919,202201,29,"56,900",2001,청솔마을한라,59.985,15,-
세종특별자치시  아름동,1277,202201,29,"67,500",2014,대우푸르지오(10단지),101.9478,5,-
세종특별자치시  연동면 명학리,255,202201,29,"15,000",2001,세종청정아파트,49.277,8,-
세종특별자치시  아름동,1363,202201,29,"58,000",2014,범지기마을11단지(영무예다음),84.9816,21,-
세종특별자치시  반곡동,1035,202201,29,"49,700",2019,수루배마을6단지,59.24,11,-
세종특별자치시  고운동,1724,202201,29,"60,000",2015,가락마을7단지(중흥S-클래스프라디움),84.9981,18,-
세종특별자치시  소담동,550,202201,29,"80,500",2016,새샘마을3단지(모아미래도리버시티),84.9989,14,-
세종특별자치시  조치원읍 신안리,542,202201,29,"40,500",2013,세종e편한세상,99.6514,2,-
세종특별자치시  한솔동,939,202201,29,"88,000",2011,첫마을1단지(퍼스트프라임),119.86,7,-
울산광역시 울주군 언양읍 송대리,Jan-53,202201,29,"34,000",2019,양우내안애더퍼스트,72.0911,16,-
울산광역시 울주군 언양읍 어음리,253,202201,29,"13,000",1997,장원그랜즈,80.46,5,-
울산광역시 북구 송정동,1207-2,202201,29,"57,000",2018,울산송정호반베르디움,84.973,1,-
울산광역시 북구 매곡동,864,202201,29,"35,000",2011,월드메르디앙월드시티,84.8844,32,-
울산광역시 북구 산하동,969-1,202201,29,"38,000",2016,울산블루마시티서희스타힐스블루원아파트,84.5645,18,-
울산광역시 동구 일산동,551-16,202201,29,"21,000",2004,은빛천사,81.238,14,-
울산광역시 동구 서부동,257-4,202201,29,"16,000",1992,현대패밀리서부,59.78,5,-
울산광역시 남구 달동,1382-3,202201,29,"18,400",1995,대신그린파크,67.38,16,-
울산광역시 남구 삼산동,1538-2,202201,29,"31,600",1995,평창현대3차아파트,59.95,20,-
울산광역시 남구 삼산동,1605-3,202201,29,"17,000",1996,현대문화1차,59.76,10,-
울산광역시 남구 삼산동,1538-2,202201,29,"34,300",1995,평창현대3차아파트,59.95,21,-
울산광역시 남구 삼산동,1547,202201,29,"42,000",1994,평창2차현대,84.93,13,-
울산광역시 남구 무거동,1594,202201,29,"84,200",2013,무거위브자이,120.005,21,-
울산광역시 남구 무거동,832-2,202201,29,"16,300",1995,무거현대,58.05,9,-
울산광역시 남구 신정동,1591,202201,29,"40,000",1982,금탑,59.38,4,-
울산광역시 남구 야음동,885,202201,29,"50,200",2011,대현동디아채,84.7977,11,-
울산광역시 중구 남외동,506-1,202201,29,"56,400",2006,남외푸르지오1차,107.65,2,-
울산광역시 중구 성안동,830-9,202201,29,"38,000",2006,아가바움,134.17,2,-
대전광역시 대덕구 비래동,509-1,202201,29,"36,300",2006,비래휴플러스,84.9097,4,-
대전광역시 대덕구 목상동,185-1,202201,29,"18,650",1999,상록수,59.96,6,-
대전광역시 유성구 봉명동,607-3,202201,29,"8,100",2015,스카이뷰로드,19.9893,13,-
대전광역시 유성구 하기동,546,202201,29,"62,900",2006,송림마을6단지(금실풍요로운),123.72,4,-
대전광역시 유성구 봉명동,448-5,202201,29,"5,900",2011,리베라아이누리,28.6579,6,-
대전광역시 서구 관저동,1154,202201,29,"18,500",2000,구봉마을9단지,49.88,5,-
대전광역시 서구 월평동,218-7,202201,29,"20,000",1993,주공2단지(은뜰아파트),41.85,4,-
대전광역시 서구 갈마동,1418,202201,29,"44,800",1995,경성큰마을,84.94,14,-
대전광역시 서구 둔산동,1388,202201,29,"105,000",1992,한마루아파트,101.94,15,-
대전광역시 서구 월평동,266,202201,29,"44,000",1993,백합,71.205,6,-
대전광역시 서구 도안동,1564,202201,29,"61,800",2014,도안18단지린풀하우스,78.8929,8,-
대전광역시 서구 둔산동,1388,202201,29,"103,000",1992,한마루아파트,101.94,5,-
대전광역시 서구 둔산동,1095,202201,29,"6,500",2002,하이스트빌,38.12,7,-
대전광역시 중구 중촌동,10월 03일,202201,29,"25,800",1986,시영,54.645,5,-
대전광역시 중구 태평동,317,202201,29,"31,750",2000,태평,84.99,3,-
대전광역시 동구 낭월동,723,202201,29,"35,000",2011,e편한세상,84.985,10,-
대전광역시 동구 대성동,130,202201,29,"46,000",2007,은어송마을2단지(코오롱하늘채),84.9905,11,-
광주광역시 광산구 소촌동,533-2,202201,29,"18,000",2003,한광프라임빌,84.9852,12,-
광주광역시 광산구 신가동,1058,202201,29,"71,000",2012,수완지구호반베르디움1차,84.884,5,-
광주광역시 광산구 수완동,933,202201,29,"110,000",2009,현진에버빌1단지,118.3,2,-
광주광역시 광산구 신창동,1264,202201,29,"34,000",2006,신창5차부영사랑으로,84.9931,1,-
광주광역시 광산구 우산동,1572-1,202201,29,"15,700",1992,제일파크맨션,75.18,3,-
광주광역시 광산구 하남동,547,202201,29,"31,700",2009,부영사랑으로,84.8198,6,-
광주광역시 광산구 장덕동,1690,202201,29,"85,700",2011,성덕마을대방노블랜드5차,118.913,18,-
광주광역시 북구 문흥동,996-3,202201,29,"13,000",1994,라인,59.965,1,-
광주광역시 북구 일곡동,817-4,202201,29,"23,000",1998,대림2,84.64,3,-
광주광역시 북구 양산동,776,202201,29,"40,000",2006,지에스그린자이1차,84.9993,14,-
광주광역시 북구 신안동,491-1,202201,29,"13,000",2004,신안다이아빌,59.525,9,-
광주광역시 북구 동림동,1330,202201,29,"39,000",2018,운암산코오롱하늘채,64.2602,20,-
광주광역시 북구 동림동,1330,202201,29,"52,700",2018,운암산코오롱하늘채,84.6815,5,-
광주광역시 북구 운암동,940,202201,29,"15,800",2006,운암프라자,84.24,5,-
광주광역시 북구 일곡동,850-3,202201,29,"17,500",1996,한국,59.94,7,-
광주광역시 북구 두암동,59-20,202201,29,"10,850",1994,미라보4,59.925,17,-
광주광역시 북구 매곡동,214-10,202201,29,"12,000",1995,호반2,59.95,8,-
광주광역시 북구 두암동,968-1,202201,29,"8,400",1993,율곡타운(주공1),41.85,12,20220215
광주광역시 남구 행암동,562,202201,29,"52,500",2015,제일풍경채에듀파크2단지,72.6232,20,-
광주광역시 남구 월산동,323-44,202201,29,"10,000",1986,덕림,76.14,1,-
광주광역시 남구 봉선동,21,202201,29,"16,000",1993,무등파크3차(2단지),59.94,2,-
광주광역시 남구 주월동,499,202201,29,"10,000",1986,종원,37.8,3,-
광주광역시 서구 화정동,1706,202201,29,"86,000",2019,화정엘리체퍼스티지,110.2243,5,-
광주광역시 서구 쌍촌동,1228-1,202201,29,"15,000",1991,빛고을파크,59.85,7,-
광주광역시 서구 쌍촌동,1337-3,202201,29,"37,700",2006,중흥에스-클래스,59.9854,14,-
광주광역시 서구 풍암동,1059,202201,29,"18,500",2000,한국,59.985,11,-
광주광역시 서구 금호동,770-1,202201,29,"37,500",2001,호반리젠시빌3차,84.7555,13,-
광주광역시 서구 금호동,809,202201,29,"41,900",2002,호반리젠시빌5차,84.891,5,-
광주광역시 서구 풍암동,1059,202201,29,"17,000",2000,한국,59.985,12,-
인천광역시 강화군 강화읍 갑곳리,Jan-83,202201,29,"11,000",1990,설호,75.19,4,-
인천광역시 서구 청라동,107-1,202201,29,"85,000",2011,청라한라비발디,113.6697,13,-
인천광역시 서구 마전동,932-1,202201,29,"16,000",2003,이지프라자,58.84,9,-
인천광역시 서구 마전동,925,202201,29,"14,800",1992,서해,59.67,5,-
인천광역시 서구 신현동,181-4,202201,29,"14,000",1989,동진,51.39,4,-
인천광역시 서구 검암동,512-1,202201,29,"46,500",2003,삼보해피하임3,84.8122,9,20220209
인천광역시 서구 왕길동,692-1,202201,29,"40,000",2010,검단자이1단지,84.341,5,-
인천광역시 계양구 계산동,20,202201,29,"23,300",1990,주공,41.3,4,-
인천광역시 계양구 효성동,24,202201,29,"13,200",1986,뉴서울2,31.95,2,-
인천광역시 계양구 오류동,180,202201,29,"29,800",1997,신동아,59.95,4,-
인천광역시 계양구 용종동,228-1,202201,29,"43,800",1997,초정마을하나,84.99,1,-
인천광역시 부평구 산곡동,311-126,202201,29,"45,000",1988,현대2차,72.45,3,-
인천광역시 부평구 삼산동,440-1,202201,29,"43,500",2005,삼산타운주공1단지,51.83,4,-
인천광역시 남동구 논현동,563-3,202201,29,"32,500",1998,주공2단지,59.23,7,-
인천광역시 남동구 만수동,1044,202201,29,"16,000",1992,만수뉴서울아파트,34.65,3,-
인천광역시 남동구 만수동,5-397,202201,29,"16,800",1989,대동(5-397),59.83,2,-
인천광역시 미추홀구 도화동,557-1,202201,29,"17,000",1987,동원,47.07,1,-
인천광역시 미추홀구 도화동,557-1,202201,29,"18,800",1987,동원,47.07,4,-
인천광역시 미추홀구 학익동,671-2,202201,29,"13,000",1989,영남,54.27,6,-
인천광역시 미추홀구 학익동,671-2,202201,29,"13,000",1989,영남,54.27,6,20220216
인천광역시 미추홀구 숭의동,128-16,202201,29,"14,300",2015,다인캐슬,49.83,5,-
인천광역시 미추홀구 숭의동,Sep-78,202201,29,"8,300",2014,숭의동아르떼노블,15.718,15,-
인천광역시 중구 신흥동1가,Jan-34,202201,29,"39,000",2005,경남아너스빌,84.87,5,-
인천광역시 중구 중산동,1887-2,202201,29,"49,000",2012,영종힐스테이트,83.372,18,-
인천광역시 중구 신흥동3가,7-235,202201,29,"36,300",2002,신흥아이파크,84.99,3,-
인천광역시 중구 신흥동2가,Oct-50,202201,29,"19,500",1994,누리타워,84.69,21,-
대구광역시 달성군 화원읍 명곡리,130,202201,29,"22,500",2000,명곡미래빌3,59.39,15,-
대구광역시 달성군 화원읍 구라리,1734-2,202201,29,"14,800",1984,화원한우,33.47,3,-
대구광역시 달성군 다사읍 죽곡리,129-1,202201,29,"8,700",1999,강창하이츠,29.64,13,-
대구광역시 달성군 논공읍 북리,803-3,202201,29,"4,400",1989,평광현대,38.22,5,-
대구광역시 달성군 다사읍 세천리,1566-1,202201,29,"38,000",2016,다사세천한라비발디,84.021,29,-
대구광역시 달서구 감삼동,461,202201,29,"103,000",2010,월드마크웨스트엔드,124.56,42,-
대구광역시 달서구 유천동,612,202201,29,"48,000",2016,대구월배2차아이파크,84.2245,18,-
대구광역시 달서구 월성동,1863,202201,29,"40,000",2016,월성협성휴포레,69.9551,13,-
대구광역시 달서구 유천동,605,202201,29,"49,500",2015,현대아이파크,84.9701,21,-
대구광역시 달서구 이곡동,1194-2,202201,29,"19,000",1994,성서대백창신한라타운,59.96,6,-
대구광역시 달서구 유천동,612,202201,29,"44,000",2016,대구월배2차아이파크,74.3578,25,-
대구광역시 달서구 상인동,1592,202201,29,"14,000",1993,시영장미4,49.8,7,-
대구광역시 달서구 장기동,813-1,202201,29,"29,500",2000,장기초록나라,59.9897,17,20220603
대구광역시 달서구 용산동,414-4,202201,29,"20,400",1997,성서6주공,59.99,7,-
대구광역시 달서구 본동,616,202201,29,"14,700",1992,월성주공5,44.94,8,-
대구광역시 달서구 이곡동,1306-4,202201,29,"19,000",1998,한빛마을(성서주공3차),59.99,17,-
대구광역시 수성구 매호동,1055,202201,29,"20,300",1996,시지협화타운2,59.93,7,-
대구광역시 수성구 만촌동,1356-3,202201,29,"72,000",2003,메트로팔레스1,117.99,9,-
대구광역시 북구 대현동,535,202201,29,"47,500",2016,센트럴파크대현,84.64,22,-
대구광역시 북구 동천동,889,202201,29,"19,600",1999,칠곡우방하이츠,59.96,6,-
대구광역시 북구 읍내동,533,202201,29,"17,300",1998,칠곡우방,59.98,2,-
대구광역시 북구 고성동3가,46,202201,29,"27,500",1981,태평보성,55.08,3,-
대구광역시 북구 태전동,936-1,202201,29,"10,900",1993,한신중앙,47.25,1,-
대구광역시 북구 구암동,788,202201,29,"19,000",2001,그린빌4차,59.83,6,-
대구광역시 북구 구암동,772,202201,29,"29,000",2001,그린빌2차,84.34,13,-
대구광역시 북구 동천동,891,202201,29,"20,800",2002,동화골든빌,58.234,10,-
대구광역시 동구 신암동,766,202201,29,"30,500",2005,신암뜨란채,59.44,9,-
대구광역시 동구 동호동,26,202201,29,"19,800",2014,동호아너스,69.1,4,-
대구광역시 동구 효목동,591,202201,29,"14,400",1981,럭키3,57.32,2,-
대구광역시 동구 각산동,404-1,202201,29,"14,900",1996,금강진우타운,59.8,2,-
대구광역시 동구 각산동,1177,202201,29,"33,300",2018,각산서한이다음,74.5797,2,-
대구광역시 동구 지묘동,824,202201,29,"18,400",2001,팔공보성타운3,59.985,13,-
대구광역시 동구 신천동,292-6,202201,29,"10,000",2014,동대구유성푸르나임,27.47,6,-
부산광역시 기장군 일광읍 삼성리,785,202201,29,"75,000",2020,일광자이푸르지오2단지,84.9677,8,-
부산광역시 사상구 덕포동,51,202201,29,"16,500",1992,오양힐타운,84.945,5,-
부산광역시 수영구 광안동,1330,202201,29,"140,000",2014,쌍용예가디오션,113.5016,17,-
부산광역시 연제구 연산동,1357-4,202201,29,"20,000",2016,우일아내트,45.5979,9,-
부산광역시 강서구 명지동,3343,202201,29,"43,000",2016,명지2차금강펜테리움센트럴파크,66.6612,22,-
부산광역시 강서구 지사동,1186,202201,29,"19,700",2015,협성·DS엘리시안,68.1307,9,20220215
부산광역시 강서구 명지동,3354,202201,29,"59,000",2015,명지1차 금강펜테리움 센트럴파크,84.2591,25,-
부산광역시 금정구 부곡동,244-7,202201,29,"27,000",1999,대우,40.95,13,-
부산광역시 금정구 부곡동,788-78,202201,29,"25,900",1996,국제그린,82.47,5,-
부산광역시 사하구 장림동,244-6,202201,29,"16,000",1992,장림우림그린맨션,84.89,10,-
부산광역시 사하구 장림동,599-27,202201,29,"15,800",2005,장림윌더하임,59.9666,25,-
부산광역시 사하구 장림동,599-27,202201,29,"15,800",2005,장림윌더하임,59.9666,25,20220210
부산광역시 사하구 괴정동,306-1,202201,29,"34,500",2017,그린시티,69.817,5,-
부산광역시 사하구 장림동,2,202201,29,"8,500",2002,경동메르빌아파트,53.5994,5,-
부산광역시 사하구 장림동,532,202201,29,"10,000",1992,벽산아파트,78.88,10,-
부산광역시 사하구 장림동,340-8,202201,29,"29,500",2017,장림역사하베스티움,59.5491,15,-
부산광역시 해운대구 좌동,1450,202201,29,"37,200",1998,SKVIEW,59.91,5,-
부산광역시 해운대구 반여동,1594-1,202201,29,"8,500",1979,보훈,40.66,1,-
부산광역시 해운대구 반여동,1594-1,202201,29,"8,500",1979,보훈,40.66,1,-
부산광역시 해운대구 반여동,1594-1,202201,29,"8,500",1979,보훈,40.66,3,-
부산광역시 북구 금곡동,810,202201,29,"9,400",1996,금곡8단지주공,42.29,15,-
부산광역시 북구 덕천동,409-2,202201,29,"11,800",1983,삼화,44.979,1,-
부산광역시 북구 만덕동,943-1,202201,29,"20,000",2006,상록한신휴플러스,59.918,5,-
부산광역시 북구 구포동,1060-140,202201,29,"21,000",2011,용진힐타운,84.96,4,20220518
부산광역시 북구 구포동,1248-7,202201,29,"11,600",1993,백조그린타운,81.37,3,-
부산광역시 남구 우암동,10,202201,29,"21,400",1999,대승하이아트,59.78,20,-
부산광역시 동래구 사직동,590-3,202201,29,"46,000",2006,사직2차삼정그린코아,84.9282,15,-
